dataset,repeat,method,final_accuracy,AULC,runtime_seconds
gaussdist_variable,27,PMARLDS-lite,1.0,0.9435941043083901,0.10794700123369694
gaussdist_variable,27,DISTMARGIN,1.0,0.9413265306122449,0.10650810180231929
gaussdist_variable,27,HILB-DENSITY,0.875,0.5691609977324263,0.0991904977709055
gaussdist_variable,27,DISTRAND,0.9861111111111112,0.8772675736961452,0.0846599000506103
gaussdist_variable,28,TC-BKME-PMAL,0.9861111111111112,0.9410430839002268,0.10644839704036713
gaussdist_variable,28,TC-noReliability,1.0,0.945294784580499,0.1048812996596098
gaussdist_variable,28,TC-noDensity,0.9861111111111112,0.9467120181405897,0.10847879806533456
gaussdist_variable,28,PMARLDS-lite,0.9861111111111112,0.9416099773242631,0.10721009923145175
gaussdist_variable,28,DISTMARGIN,0.9861111111111112,0.9430272108843538,0.10979469725862145
gaussdist_variable,28,HILB-DENSITY,0.9583333333333334,0.6011904761904762,0.09812169848009944
gaussdist_variable,28,DISTRAND,0.9861111111111112,0.9311224489795918,0.08248259872198105
gaussdist_variable,29,TC-BKME-PMAL,0.9861111111111112,0.9348072562358277,0.10935769882053137
gaussdist_variable,29,TC-noReliability,0.9861111111111112,0.9260204081632653,0.10872059874236584
gaussdist_variable,29,TC-noDensity,0.9861111111111112,0.9217687074829933,0.10801650071516633
gaussdist_variable,29,PMARLDS-lite,0.9861111111111112,0.9362244897959183,0.10836159903556108
gaussdist_variable,29,DISTMARGIN,0.9583333333333334,0.9288548752834468,0.10727770067751408
gaussdist_variable,29,HILB-DENSITY,0.9027777777777778,0.5949546485260772,0.09972359891980886
gaussdist_variable,29,DISTRAND,0.9444444444444444,0.8911564625850341,0.08442390197888017
gaussdist_variable,30,TC-BKME-PMAL,0.9861111111111112,0.9421768707482994,0.10643649939447641
gaussdist_variable,30,TC-noReliability,0.9861111111111112,0.9339569160997733,0.10636959783732891
gaussdist_variable,30,TC-noDensity,0.9861111111111112,0.9458616780045352,0.10675520077347755
